domain,constraint,path,cause,count
SR,InConstraintComponent,dataType,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",41
SR,InConstraintComponent,linkingPhrase,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",125
SR,InConstraintComponent,packageType,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",12
SR,InConstraintComponent,predicateTerm,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",125
SR,InConstraintComponent,role,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",125
SR,NodeKindConstraintComponent,biomedicalConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",12
SR,NodeKindConstraintComponent,conceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",24
SR,NodeKindConstraintComponent,dataElementConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",89
SR,PatternConstraintComponent,biomedicalConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",12
SR,PatternConstraintComponent,conceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",24
SR,PatternConstraintComponent,dataElementConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",89
SU,ClosedConstraintComponent,_n,authored: rdf:_n carries the D5 variable order on the closed SDTMGroup shape (D27),208
SU,ClosedConstraintComponent,exactMatch,"authored: skos:exactMatch to the EVS form on the codelist node (D29, D2)",4
SU,ClosedConstraintComponent,identifier,"authored: dcterms:identifier carries the mnemonic or the codelist C-code (D3, D29)",16
SU,DatatypeConstraintComponent,biomedicalConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",12
SU,DatatypeConstraintComponent,dataElementConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",208
SU,InConstraintComponent,dataType,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",208
SU,InConstraintComponent,linkingPhrase,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",112
SU,InConstraintComponent,packageType,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",12
SU,InConstraintComponent,predicateTerm,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",112
SU,InConstraintComponent,role,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",208
SU,NodeKindConstraintComponent,biomedicalConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",12
SU,NodeKindConstraintComponent,dataElementConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",208
SU,PatternConstraintComponent,biomedicalConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",12
SU,PatternConstraintComponent,dataElementConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",208
TR,ClosedConstraintComponent,_n,authored: rdf:_n carries the D5 variable order on the closed SDTMGroup shape (D27),129
TR,ClosedConstraintComponent,exactMatch,"authored: skos:exactMatch to the EVS form on the codelist node (D29, D2)",8
TR,ClosedConstraintComponent,identifier,"authored: dcterms:identifier carries the mnemonic or the codelist C-code (D3, D29)",17
TR,DatatypeConstraintComponent,biomedicalConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",9
TR,DatatypeConstraintComponent,conceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",26
TR,DatatypeConstraintComponent,dataElementConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",99
TR,InConstraintComponent,comparator,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",38
TR,InConstraintComponent,dataType,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",30
TR,InConstraintComponent,linkingPhrase,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",120
TR,InConstraintComponent,packageType,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",9
TR,InConstraintComponent,predicateTerm,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",120
TR,InConstraintComponent,role,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",129
TR,NodeKindConstraintComponent,biomedicalConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",9
TR,NodeKindConstraintComponent,conceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",26
TR,NodeKindConstraintComponent,dataElementConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",99
TR,PatternConstraintComponent,biomedicalConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",9
TR,PatternConstraintComponent,conceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",26
TR,PatternConstraintComponent,dataElementConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",99
TS,ClosedConstraintComponent,_n,authored: rdf:_n carries the D5 variable order on the closed SDTMGroup shape (D27),607
TS,ClosedConstraintComponent,exactMatch,"authored: skos:exactMatch to the EVS form on the codelist node (D29, D2)",31
TS,ClosedConstraintComponent,identifier,"authored: dcterms:identifier carries the mnemonic or the codelist C-code (D3, D29)",160
TS,DatatypeConstraintComponent,biomedicalConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",129
TS,DatatypeConstraintComponent,conceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",258
TS,DatatypeConstraintComponent,dataElementConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",607
TS,InConstraintComponent,comparator,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",129
TS,InConstraintComponent,linkingPhrase,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",607
TS,InConstraintComponent,packageType,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",129
TS,InConstraintComponent,predicateTerm,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",607
TS,InConstraintComponent,role,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",607
TS,NodeKindConstraintComponent,biomedicalConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",129
TS,NodeKindConstraintComponent,conceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",258
TS,NodeKindConstraintComponent,dataElementConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",607
TS,PatternConstraintComponent,biomedicalConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",129
TS,PatternConstraintComponent,conceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",258
TS,PatternConstraintComponent,dataElementConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",607
TU,ClosedConstraintComponent,_n,authored: rdf:_n carries the D5 variable order on the closed SDTMGroup shape (D27),118
TU,ClosedConstraintComponent,exactMatch,"authored: skos:exactMatch to the EVS form on the codelist node (D29, D2)",10
TU,ClosedConstraintComponent,identifier,"authored: dcterms:identifier carries the mnemonic or the codelist C-code (D3, D29)",21
TU,DatatypeConstraintComponent,biomedicalConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",11
TU,DatatypeConstraintComponent,conceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",35
TU,DatatypeConstraintComponent,dataElementConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",89
TU,InConstraintComponent,comparator,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",37
TU,InConstraintComponent,dataType,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",22
TU,InConstraintComponent,linkingPhrase,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",118
TU,InConstraintComponent,packageType,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",11
TU,InConstraintComponent,predicateTerm,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",118
TU,InConstraintComponent,role,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",118
TU,NodeKindConstraintComponent,biomedicalConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",11
TU,NodeKindConstraintComponent,conceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",35
TU,NodeKindConstraintComponent,dataElementConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",89
TU,PatternConstraintComponent,biomedicalConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",11
TU,PatternConstraintComponent,conceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",35
TU,PatternConstraintComponent,dataElementConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",89
UR,ClosedConstraintComponent,_n,authored: rdf:_n carries the D5 variable order on the closed SDTMGroup shape (D27),94
UR,ClosedConstraintComponent,exactMatch,"authored: skos:exactMatch to the EVS form on the codelist node (D29, D2)",9
UR,ClosedConstraintComponent,identifier,"authored: dcterms:identifier carries the mnemonic or the codelist C-code (D3, D29)",19
UR,DatatypeConstraintComponent,biomedicalConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",10
UR,DatatypeConstraintComponent,conceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",21
UR,DatatypeConstraintComponent,dataElementConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",64
UR,InConstraintComponent,comparator,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",11
UR,InConstraintComponent,dataType,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",31
UR,InConstraintComponent,linkingPhrase,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",94
UR,InConstraintComponent,packageType,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",10
UR,InConstraintComponent,predicateTerm,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",94
UR,InConstraintComponent,role,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",94
UR,NodeKindConstraintComponent,biomedicalConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",10
UR,NodeKindConstraintComponent,conceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",21
UR,NodeKindConstraintComponent,dataElementConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",64
UR,PatternConstraintComponent,biomedicalConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",10
UR,PatternConstraintComponent,conceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",21
UR,PatternConstraintComponent,dataElementConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",64
VS,ClosedConstraintComponent,_n,authored: rdf:_n carries the D5 variable order on the closed SDTMGroup shape (D27),626
VS,ClosedConstraintComponent,exactMatch,"authored: skos:exactMatch to the EVS form on the codelist node (D29, D2)",9
VS,ClosedConstraintComponent,identifier,"authored: dcterms:identifier carries the mnemonic or the codelist C-code (D3, D29)",87
VS,DatatypeConstraintComponent,biomedicalConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",78
VS,DatatypeConstraintComponent,conceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",173
VS,DatatypeConstraintComponent,dataElementConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",470
VS,InConstraintComponent,comparator,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",110
VS,InConstraintComponent,dataType,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",360
VS,InConstraintComponent,linkingPhrase,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",626
VS,InConstraintComponent,packageType,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",78
VS,InConstraintComponent,predicateTerm,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",626
VS,InConstraintComponent,role,"generator disagreement: the enum has no meaning:, so gen-owl declares class IRIs and gen-shacl expects strings (known-gaps 4b)",626
VS,NodeKindConstraintComponent,biomedicalConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",78
VS,NodeKindConstraintComponent,conceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",173
VS,NodeKindConstraintComponent,dataElementConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",470
VS,PatternConstraintComponent,biomedicalConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",78
VS,PatternConstraintComponent,conceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",173
VS,PatternConstraintComponent,dataElementConceptId,"published range is string; the reference is rendered as an edge to the NCIt node (D21, D28, D31)",470
